title = 'U_plus_two-layer_mixing_model.dat'
variables = 'U+/U+max' 'y+/R+' 'y+' 'U+'  'normalized_Reynolds_Shear_Stress' 
zone i=5479 f=point
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	
8.606705e-03	 1.825484e-04	 2.000000e-01	 1.983124e-01	 4.373653e-07	
1.720927e-02	 3.650968e-04	 4.000000e-01	 3.965295e-01	 6.941710e-06	
2.580589e-02	 5.476451e-04	 6.000000e-01	 5.946094e-01	 3.485949e-05	
3.439457e-02	 7.301935e-04	 8.000000e-01	 7.925066e-01	 1.092782e-04	
4.297308e-02	 9.127419e-04	 1.000000e+00	 9.901693e-01	 2.645888e-04	
5.153903e-02	 1.095290e-03	 1.200000e+00	 1.187543e+00	 5.440031e-04	
6.008967e-02	 1.277839e-03	 1.400000e+00	 1.384563e+00	 9.989865e-04	
6.862192e-02	 1.460387e-03	 1.600000e+00	 1.581160e+00	 1.688566e-03	
7.713231e-02	 1.642935e-03	 1.800000e+00	 1.777253e+00	 2.678466e-03	
8.561699e-02	 1.825484e-03	 2.000000e+00	 1.972754e+00	 4.040030e-03	
9.407171e-02	 2.008032e-03	 2.200000e+00	 2.167564e+00	 5.848887e-03	
1.024918e-01	 2.190581e-03	 2.400000e+00	 2.361578e+00	 8.183345e-03	
1.108724e-01	 2.373129e-03	 2.600000e+00	 2.554679e+00	 1.112250e-02	
1.192079e-01	 2.555677e-03	 2.800000e+00	 2.746744e+00	 1.474410e-02	
1.274929e-01	 2.738226e-03	 3.000000e+00	 2.937643e+00	 1.912216e-02	
1.357214e-01	 2.920774e-03	 3.200000e+00	 3.127241e+00	 2.432452e-02	
1.438873e-01	 3.103322e-03	 3.400000e+00	 3.315397e+00	 3.041031e-02	
1.519846e-01	 3.285871e-03	 3.600000e+00	 3.501970e+00	 3.742766e-02	
1.600069e-01	 3.468419e-03	 3.800000e+00	 3.686817e+00	 4.541158e-02	
1.679481e-01	 3.650968e-03	 4.000000e+00	 3.869796e+00	 5.438234e-02	
1.758023e-01	 3.833516e-03	 4.200000e+00	 4.050768e+00	 6.434442e-02	
1.835635e-01	 4.016064e-03	 4.400000e+00	 4.229600e+00	 7.528605e-02	
